3.088481642217387,6.852591160825492,9.595169813130354,9.963731379535353,-9.999999999998638,-9.999986198909665,-9.999999999999753,hearts
2.5103923081111335,6.429939352534569,8.095436394733062,9.75599501032676,-9.999999999861835,-9.99983379341435,-9.999999999787923,hearts
2.5111437870846904,6.214949384704545,8.401488686794693,9.890058364622147,9.999999999978485,-9.999916885183731,-9.99999999996421,hearts
3.126275846093039,7.18765147205425,9.70643839601581,9.996993427976337,9.999999999999984,9.999999874624029,9.999999999999982,hearts
3.147441311457651,7.93151072276335,9.662657894240638,9.999156855799034,9.999999999999996,9.999999944428211,-10.0,hearts
2.6090031963114195,6.4335841374066876,8.47621647700227,9.648300313736664,9.99999999980223,9.999848114746944,-9.999999999717975,hearts
2.2618770993450106,5.583101211411087,7.641369009235302,9.085880359549513,9.99999998924607,9.99972380589384,-9.9999999933066,hearts
3.1614216918423463,8.581381917022869,9.75798592337934,9.999090362450056,-9.999999999999996,-9.999999993581236,-10.0,hearts
2.545219377492926,5.975899872858447,8.833511023702863,9.744568260798925,-9.999999999889775,-9.999642854277356,-9.999999999967045,hearts
3.15739622718149,7.868601486930142,9.721105631426733,9.997950315082937,-9.999999999999993,-9.999999964865271,9.99999999999999,hearts
2.5679045176414053,7.038563505439809,8.628343765914709,9.796020424798316,9.999999999955758,9.999939379865895,-9.999999999915156,hearts
2.6634366555695563,6.202601726714315,8.743638486563587,9.917115272185935,-9.999999999994962,-9.999984632426678,9.99999999998346,hearts
3.136002523619714,7.167786094338141,9.775401922916952,9.996443661690238,9.999999999999973,9.999999099188326,10.0,hearts
2.5029291274669547,6.73626752207874,8.217129211564197,9.646572992686233,9.999999999551948,9.999791222441734,9.999999999850223,hearts
3.1277176201736725,7.343552421207199,9.617970571559288,9.99279759974262,9.999999999999973,9.999999241541651,-9.999999999999892,hearts
3.1636844031164535,7.776322653750987,9.78273703492786,9.998113339733177,-9.999999999999991,-9.999999774938566,9.999999999999996,hearts
2.483935956003157,6.4760157630142645,8.171550573337797,9.807235782167249,9.99999999985536,9.999975007214386,-9.999999999969827,hearts
3.1561031350871644,7.645299370686445,9.720769894889777,9.991582722465147,9.999999999999888,9.999998788242928,-9.999999999999991,hearts
2.483935956003157,6.4760157630142645,8.171550573337797,9.807235782167249,9.99999999985536,9.999975007214386,-9.999999999969827,hearts
2.4787352415035717,6.084132066902819,8.078322326305308,9.69784640206802,9.999999999906125,-9.999794410758382,-9.99999999961371,hearts
3.1511327097156387,8.17453025157038,9.670736673151847,9.999295669308495,-9.999999999999998,-9.999999957684246,-9.999999999999998,hearts
2.7173275467885105,9.000814809636775,9.999744892241436,9.999977733760353,-10.0,9.999999999857092,10.0,squares
