hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,class
0.6846822894257292,3.710003411539431,3.338494248448263,6.303855924233973,11.927805936090783,8.53709471586639,11.130484144791874,stars
0.6877561393482602,3.810274673898704,3.487420612173263,5.471082412332969,9.99288252981725,-7.826483347695899,-10.325195451755658,stars
0.6877561393482623,3.810274673898702,3.487420612173261,5.471082412331931,9.99288252981618,-7.826483347693324,-10.325195451751853,stars
0.7085751802366336,3.85778085447088,3.9002259143598335,6.634468285780515,-12.179771766732774,9.031035388950173,11.972554958646834,stars
0.7088121189888581,3.7630323613959993,3.867328659144187,6.367460779921074,-11.491501601195088,-8.619578300862148,-12.245263739968491,stars
0.687642288160088,3.8093549326293816,3.480341225424888,5.449276306235836,9.965280976466401,-7.789758392554377,-10.252939878211501,stars
0.686058241543924,3.7210374323768662,3.347874896348336,6.434142617418301,11.49495837452171,9.489790721432415,11.457949353091779,stars
0.7091597577763161,3.8162708999835617,3.8795928716503707,6.379305049631241,-11.519316494973994,-9.1306911120553,12.170507956853658,stars
0.6857079305858588,3.6848416352234596,3.348388524238904,6.313784389130596,11.198240779573204,-8.890971823322078,11.475738366172079,stars
0.6871022202288518,3.7973211466467784,3.486755609592019,5.443703726924384,9.939866409325044,-7.83824326614481,-10.347382368402323,stars
0.7081365814364434,3.819244750176794,3.8819585431256223,6.406126327402328,-11.551606687761035,-8.93989046783763,12.640396354739067,stars
0.6958243515859069,3.6674578596668606,3.628186392651213,4.7289597365202605,-8.969125581322917,6.917045573163223,9.211213995010432,stars
0.686725911659065,3.830938191660138,3.4790478311967648,5.447424636075845,9.934278478955461,-7.927736915031457,-10.404121846076476,stars
0.709097973745062,3.818176695639726,3.917547841480828,6.471778681171138,-11.75992689284648,-8.582910639170601,-11.894516365865316,stars
0.687181515136124,3.8186555803781568,3.4754991825020043,5.4316126136696425,9.971835512222103,-7.688083276468931,-10.126512936397463,stars
0.6845619902672266,3.745035327475431,3.3417480068518324,6.23682992254549,11.359912822611067,8.80986396316489,11.078680453221192,stars
0.7066955191156976,3.709652066798543,3.856813910654533,6.395930073281041,-12.698672061677888,8.413788737258649,11.523268071576025,stars
0.6856013695750564,3.6984077251130008,3.3509272393539904,6.171237993681102,11.019871098303136,-9.085216243002801,11.171874920411872,stars
0.7091985872908538,3.81703233052561,3.8891461362692006,6.331388943760793,-11.456913635011384,-9.13033475644484,12.025880827023327,stars
0.7796483732931583,5.02311038155868,8.342459920831521,9.781860870032444,19.160451397050807,-12.478061863639876,18.901590757820234,squares
0.7795718781397338,5.029251858220787,8.711738066199867,10.00157248996903,-19.621979302775184,12.659274757243114,19.43469530872606,squares
0.7796468686544311,5.054828635094519,8.071018869817463,10.132310877533845,19.30517515285969,12.793733694084294,19.510742589484067,squares
0.779738841500006,5.040121447665104,8.689835565024083,9.751372811097967,-19.41276927637284,-12.372811799988746,-19.002553480955523,squares
0.7797478739724902,5.0292550709975465,7.444165321113731,8.506756138888141,17.51335492394847,-11.237715984735743,-16.484106453834595,squares
0.7797067793831741,5.024166951341293,8.79786740503771,10.254673834372515,-19.781017439217162,12.778141028934497,21.51774088211523,squares
0.7796517451104451,5.037641182841397,9.132385097308967,10.580720800096906,-20.604937015170023,13.322084430441665,20.57189613340862,squares
0.7795196847189962,8.000040731450149,7.475546421840763,8.540378502430936,-16.83705249214782,13.026923476414476,16.615076832007254,squares
0.7796277504733646,5.041050112972389,9.0589844335499,10.413444175785333,-20.47845533800011,-13.017450702436056,-20.203608866919026,squares
0.7796201795573527,5.0517847489685925,7.513376897513891,8.840694716473031,17.93344451446923,-11.498686062670696,17.02095565531344,squares
0.7800241188145632,4.855601022728818,6.971406236106217,8.062839834876367,-15.751912689637834,-10.530971061015475,-15.710970101381799,squares
0.7796469515489615,5.018441034469984,8.163546274962233,9.649004069290532,18.555982187195713,-13.824038988776582,19.800546863644687,squares
0.7797153773498514,5.033796019316481,8.864992982202015,9.924944761932005,-19.802100842261183,12.511624530379398,-19.344864880932825,squares
0.7796084981629992,4.926178098943968,8.439087291492834,9.506586493975592,-18.479423386709804,-11.969675543447575,-28.936744484341826,squares
0.7794438300285683,5.025434044077418,9.756610823422541,10.20257414672936,20.18669391315224,12.731738707246862,-21.024884755207125,squares
0.7796719820727946,5.049015548479602,8.286429312321859,9.0261250589778,17.700862143193937,-12.131829258987242,-18.226829313253184,squares
0.7795044533457223,5.015627066344591,7.95847641022359,8.934554898999354,17.6006125193693,-11.767558687820813,17.47928898313015,squares
0.779237646306104,4.641009124978024,6.836313037852893,7.894292678173565,-15.259595536186794,10.214797240662577,26.34291196178082,squares
0.77979973182893,5.2407221004101405,7.657293974986548,8.842524613583846,-17.6025305879827,-11.562173272124216,-17.114219239084758,squares
0.7796363668791231,5.033747588047261,9.079887920129277,9.914324236350492,-19.983685350227468,12.745214695795408,-19.427585010689917,squares
0.7094032648850526,2.19584165349459,2.669061026512149,4.121881520104815,7.874038506573986,7.179883368194058,-7.564044322488756,hearts
0.7211641422662286,2.199171287704655,2.982942573466506,4.862066550535725,-8.86747975945357,-6.110947203453818,9.033785311185392,hearts
0.7275635912778028,2.478332743579476,2.728809404260903,4.712444231108722,9.074756738021108,6.724545953205477,8.444684042125981,hearts
0.7327449487701743,2.4417705521620547,2.8422982053001005,4.768823404006149,8.581164160595876,5.99115548070397,-9.330529214557858,hearts
0.7486336209421162,2.837118983975735,2.817108632661192,4.508008147821067,8.172041492369596,5.950896881519097,-9.255291472338536,hearts
0.7495482981034096,3.0440279115055313,2.8155908331770974,5.062963220371462,-9.261039297424796,-7.355441578589336,9.08083269617486,hearts
0.7505649374146577,3.5370691938610763,2.8749673715694333,5.569070009022156,9.846739099404537,-7.337972608333691,10.1139629841071,hearts
0.7398043795439952,2.4073718339249868,3.0626235429801816,4.615900960047208,8.735739460135887,5.9382003606311455,-8.52490226014862,hearts
0.7370143438063601,3.099038092813398,2.64942650448288,4.651497187002011,-8.302113532028523,-6.227222930121226,9.875950199980213,hearts
0.6965055938477598,2.0092521476522354,2.765636288498752,4.1831629779470765,8.345070309160489,6.746067452908223,7.666917975308265,hearts
0.7298802939514341,2.1809262860727396,3.4006647123301557,5.209019636829165,9.731132139004105,6.709563752855104,9.613390252267669,hearts
0.7463242822061015,2.9679413712253986,2.802305936162003,5.330362724288958,9.450115796206308,6.902981345357662,9.727389484731527,hearts
0.6966006396788162,2.142919210228417,2.7900488330513458,4.502377228460457,8.202404186437956,5.573845541912613,-8.477871642451163,hearts
0.7455567536610623,2.476401014729286,3.043881480836617,4.902470979673029,9.305056766733848,7.052992283089716,-8.907997962841451,hearts
